consent,Prolific ID,work_status,ai_use_work,work_feels_central,ai_question_value,purpose_despite_ai,control_over_ai_use,fair_credit_with_ai,open_about_ai_concerns,ai_obsolete_worry,upskilling_for_ai,belonging_changed_ai,ai_increased_pace,ai_increased_availability,ai_stigma,ai_alignment_ethics,values_alignment,work_clarity,emotional_energy,trust_information_work,feels_true_today,wellbeing_cheerful,wellbeing_calm,wellbeing_active,wellbeing_fresh_rested,wellbeing_interested,open_identity_change,open_ai_improvement,attention_check�  , industry,role_seniority,org_size,work_hours,ai_task_percentage  ,role_tenure,age_group,  country ,gender
1,5bfc2227f88f3900014b0e1d,Employed full-time,3,5,2,5,7,7,7,3,7,2,7,2,2,7,6,10,4,8,It depends / about the same,3,2,2,2,2,I have realised how many time consuming tasks can be supported and accelerated by AI which allows me to focus on more demanding tasks.,If AI could better understand the human context behind my work it would help me align technology more closely with my sense of purpose and professional growth.,Agree,"Retail, Sales & Consumer Services",Manager / Team leader (supervises others),10-49 people,40-49 hours,26-50%,6-10 years,25-34,UK,Woman
1,69137486d441ad79cb8eeae0,Employed full-time,1,6,1,6,5,7,5,3,1,4,5,1,7,5,8,7,7,8,People who know me understand me better than AI does,4,3,4,3,4,"It hasn't changed my sense of who I am, but how my professionalism and abilities are viewed. If AI can do the same work, my insights/ideas are not sought out as much.","If there were better controls in place. For example, not using AI to grade/mark assignments, but allowing it for lesson creation (in education). Not using AI to complete assignments, but using it to generate ideas to build on.",Agree,Education & Training,Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,11-25%,More than 10 years,35-44,Canada,Woman
1,5d7fd2a5987f70001602d95b,Employed full-time,3,7,2,7,7,7,7,4,7,4,1,1,1,7,5,5,10,9,It depends / about the same,5,5,5,5,5,"AI has changed the sense of who I am at work by offering for instance automated drafts (email) which I can select as replies and this affects the sense of myself I have as an independent person who figures things out. Additionally, I can use AI (e.g. ChatGPT) to receive feedback and this affects the sense of who I am because I enjoy independent research proactively which can take time and personal discernment rather that automatic or efficient output from AI (generates automatic responses). Furthermore, AI changes the sense of who I am through its competency and sometimes makes me wonder about my abilities or intelligence! ",Perspective or change in paradigm of AI (in society at large) as a positive collaboration tool (e.g. rather than a crutch),Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),50-249 people,40-49 hours,76-100%,1-2 years,45-54,US,Woman
1,5ee0a3bc2f43f70568e950a3,Employed full-time,3,5,6,2,2,3,3,7,5,5,5,4,6,3,4,4,7,4,People who know me understand me better than AI does,4,4,3,3,4,"It didn't change who I am, but it made me more worried about things I didn't use to worry about",Not implement it in everything and only have it as optional,Agree,"Finance, Banking & Insurance","Entry level (early career, trainee, or assistant)","1,000-4,999 people",30-39 hours,1-10%,6-11 months,25-34,UK,Woman
1,5da09f733c3367001a72dec6,Employed full-time,3,6,2,5,6,4,5,2,5,1,5,3,5,5,8,8,4,6,People who know me understand me better than AI does,4,4,4,3,4,"Hasn't changed who I am, maybe has made me feel more productive and knowledgable ",Removing the stigma attached to it ,Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),50-249 people,40-49 hours,1-10%,1-2 years,18-24,UK,Woman
1,69137b85e53000767655dedc,Self-employed / freelance,3,7,7,5,4,4,7,7,1,1,5,7,1,7,5,10,5,7,It depends / about the same,2,1,5,3,2,I find that I am more of someone who corrects the AI for most of my job rather than code anything.,Adding more than one code suggestion,Agree,Information Technology & Software,Intermediate / Experienced (non-management professional),Just me (self-employed / freelance),30-39 hours,26-50%,3-5 years,25-34,Canada,Man
1,666f2a40a2a79b7740744a62,Employed full-time,0,3,2,7,4,4,2,3,2,2,2,2,2,2,5,7,8,8,People who know me understand me better than AI does,4,3,3,3,1,It has not changed who i am at work,Flexibility in what it can do. Or maybe making what it can be taught to do more user friendly,Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),50-249 people,40-49 hours,0% (none of my tasks),6-11 months,25-34,Canada,Man
1,5cb988a6b3e70d0001715d79,Employed full-time,3,6,2,6,6,6,6,3,7,3,6,4,2,5,10,10,10,10,People who know me understand me better than AI does,4,4,4,4,4,It has increased my ability to get ideas up and running and therefore makes me happier day to day,Not sure to be honest,Agree,"Media, Arts & Entertainment","Senior specialist (highly experienced, no direct reports)",10-49 people,40-49 hours,11-25%,6-10 years,35-44,UK,Man
1,66ef36768bc403140fa01e35,Employed full-time,1,5,3,5,6,6,6,3,4,2,3,2,3,4,8,7,6,7,People who know me understand me better than AI does,4,4,3,2,4,I see AI as a tool so for me it's an assistant to my work,Clarity,Agree,"Non-profit, Community & Charity Work","Senior specialist (highly experienced, no direct reports)",2-9 people,30-39 hours,1-10%,3-5 years,35-44,UK,Woman
1,66759b71393cdf8c9276b688,Employed full-time,3,5,5,6,5,6,6,7,6,4,6,6,5,6,8,7,6,7,People who know me understand me better than AI does,2,2,2,1,1,It is clear to me that AI will replace my profession within 10 years as someone with 20 years left at work this is a concern. It terms of my self perception this does make me feel less valuable at work.,Better ways to work with it fully intergrated and stop the discussions about either AI or human and recognise both bring different skills at least with AI as we know it today,Agree,Manufacturing & Production,Director / Executive (leads departments or major functions),250-999 people,50 hours or more,11-25%,1-2 years,45-54,UK,Man
1,610e25f9f9818357aca7dc5f,Employed full-time,3,5,5,4,4,5,6,6,6,5,6,5,6,5,7,8,7,6,People who know me understand me better than AI does,4,3,4,3,3,Yes in fact AI shorten our roles in many domains like programming and other technical field  I am fear that it will replace many jobs in close future,I wish if AI still servant not master,Agree,Information Technology & Software,Director / Executive (leads departments or major functions),250-999 people,30-39 hours,11-25%,6-10 years,35-44,Canada,Man
1,664b368abdac8e709d4ff17d,Employed full-time,2,4,6,2,5,5,6,7,6,3,2,1,2,7,5,7,1,8,People who know me understand me better than AI does,2,1,1,1,2,It has made me question if my job is necessary,Encourage the use more,Agree,"Transport, Logistics & Warehousing","Entry level (early career, trainee, or assistant)",50-249 people,30-39 hours,1-10%,6-10 years,45-54,UK,Woman
1,676abc56272363fc9a095d5d,Employed full-time,2,4,5,5,1,3,5,3,5,4,5,5,5,3,5,4,2,5,People who know me understand me better than AI does,2,2,3,1,1,it makes it seem a bit worthless in the grand scheme of things ,less of a big presence ,Agree,"Hospitality, Food & Tourism",Manager / Team leader (supervises others),"5,000 or more people",40-49 hours,1-10%,6-11 months,18-24,UK,Woman
1,67364209fa9fe83464c0be80,Employed full-time,1,5,3,6,6,6,6,2,4,2,3,2,3,4,8,9,8,9,People who know me understand me better than AI does,5,5,4,4,4,it has not changed me,none,Agree,"Transport, Logistics & Warehousing",Intermediate / Experienced (non-management professional),"1,000-4,999 people",40-49 hours,1-10%,More than 10 years,55-65,UK,Man
1,574aff1b5bef980007af2745,Employed full-time,2,4,1,3,5,4,6,1,3,4,1,1,2,2,5,5,7,5,People who know me understand me better than AI does,3,3,2,1,2,"It hs not changed my sense of how i see myself at all as i do not depend on AI, I only use it as and when needed",unsure,Agree,"Mining, Energy & Utilities",Intermediate / Experienced (non-management professional),10-49 people,30-39 hours,1-10%,More than 10 years,55-65,UK,Woman
1,69137f7ec6f64179a23dfd63,Employed full-time,3,5,1,6,7,4,5,3,7,4,5,3,1,7,8,10,7,8,People who know me understand me better than AI does,3,4,3,3,3,"It has brought me more options regarding word choices in the aspect of writing emails, as English is not my first language and I have little experience dealing with formal email writing. AI has helped me to become a more professional employee.",It can do so by generating answers with personalized habits and word choices according to the previous memory.,Agree,Information Technology & Software,Intermediate / Experienced (non-management professional),10-49 people,30-39 hours,11-25%,1-2 years,18-24,Canada,Man
1,60fdf104935a0ef0e93762b0,Employed full-time,1,4,2,5,6,4,4,2,6,6,4,4,2,5,7,8,7,8,People who know me understand me better than AI does,4,3,4,3,3,It has helped me sound better in emails I have it help me write.,Better grammar in emails,Agree,"Retail, Sales & Consumer Services",Intermediate / Experienced (non-management professional),"1,000-4,999 people",40-49 hours,11-25%,6-10 years,25-34,US,Woman
1,59883aa871fb500001aaa085,Employed part-time,2,5,2,6,7,6,7,1,5,4,4,2,5,4,8,8,5,5,People who know me understand me better than AI does,0,1,3,0,1,Not at all,Nothing,Agree,Defence & Emergency Services,Intermediate / Experienced (non-management professional),"1,000-4,999 people",20-29 hours,1-10%,3-5 years,35-44,UK,Woman
1,5fd76b7d246a3705a25c9a94,Employed full-time,0,4,3,5,1,1,1,4,3,4,4,3,1,1,6,8,6,7,People who know me understand me better than AI does,4,3,4,3,4,It hasn't affected me yet but in a different store they have replaced some of the people with touch screens so that worries me they will do that to us.,I really don't know enough about AI to say,Agree,"Retail, Sales & Consumer Services",Intermediate / Experienced (non-management professional),"5,000 or more people",30-39 hours,0% (none of my tasks),1-2 years,35-44,UK,Woman
1,672042bd1a2039d91d644e27,Employed full-time,2,5,4,4,4,5,4,4,6,4,6,4,7,3,6,5,9,6,People who know me understand me better than AI does,4,3,4,3,4,I think I feel less prideful about my work and feel like less of my work is my own accomplishment.,I think using more of my own intelligence and problem solving would help.,Agree,Information Technology & Software,Manager / Team leader (supervises others),250-999 people,30-39 hours,11-25%,3-5 years,18-24,Canada,Man
1,66a3b486230b71f8d86a5eec,Employed full-time,3,7,1,7,7,7,7,1,6,7,7,1,1,7,10,10,9,10,People who know me understand me better than AI does,4,4,5,5,5,I am still the same person I always was. AI is simply a tool we adopted at work to help make our lives easier by getting it to perform tasks we would have had to do manually.,"If AI could better understand my unique strengths, goals, and communication style, it would help me feel more authentically represented in my work. Personalized AI support would strengthen my sense of purpose by aligning tasks and feedback with what truly motivates me.",Agree,"Hospitality, Food & Tourism",Director / Executive (leads departments or major functions),250-999 people,40-49 hours,26-50%,More than 10 years,55-65,Canada,Man
1,67ba079d0b40d4569474bca3,Employed full-time,0,5,6,2,2,1,5,7,5,4,4,5,4,5,3,2,3,6,People who know me understand me better than AI does,2,1,2,1,3,AI has not changed my sense of who I am at work.,AI could help me pick out the correct parts to install and make sure they fit the trim level selected. (I work in an automotive assembly plant),Agree,Manufacturing & Production,"Entry level (early career, trainee, or assistant)","5,000 or more people",40-49 hours,0% (none of my tasks),3-5 years,25-34,Canada,Man
1,667c2175b570aa694ce2f63c,Employed full-time,3,5,5,7,6,5,7,5,5,3,2,2,3,5,10,10,8,7,People who know me understand me better than AI does,4,4,3,2,4,It has just made me more efficient and able to save time on mundane tasks so I can spend more time on the things that matter (something that can't be replaced with AI),"I think that now if I do a fancy report or analysis and just use my brain and not AI, people think I have used AI anyway so it takes away from the recognition, but I don't know how you would change that",Agree,"Non-profit, Community & Charity Work",Intermediate / Experienced (non-management professional),50-249 people,30-39 hours,11-25%,3-5 years,35-44,UK,Man
1,6135190156f527cf1c1fdc81,Self-employed / freelance,0,7,5,7,1,4,7,7,2,4,7,2,4,3,10,10,7,10,People who know me understand me better than AI does,3,2,3,2,4,"I feel like I'm more disposable, at least in one of my jobs. Most of my work in that job has been farmed out to AI now, leaving me with scraps. I feel like my skills don't matter.","I would love if it were used to help us do our jobs better, not replace us completely.",Agree,"I have a couple jobs. I am an actor, but I also do transcription work.",Intermediate / Experienced (non-management professional),Just me (self-employed / freelance),30-39 hours,0% (none of my tasks),6-10 years,35-44,Canada,Woman
1,5dc018fc2e1bfa4504eb4ce5,Employed part-time,1,5,2,5,5,4,6,1,5,2,1,2,1,4,8,6,6,6,People who know me understand me better than AI does,4,4,4,3,4,"It has not, it really plays no role in what I do for work.","It can't, my AI is not going to help in what I do, it is ok for general help.",Agree,Health & Social Care,Intermediate / Experienced (non-management professional),"5,000 or more people",20-29 hours,1-10%,More than 10 years,55-65,UK,Man
1,6584589847e4652b2516d4b3,Employed full-time,2,4,3,5,5,5,3,4,4,2,5,3,5,5,3,6,3,6,It depends / about the same,2,2,3,2,2,"It has not changed, I feel AI is still a work in progress and has many limitations, it could potentially be a good assistant but for now it's producing inaccurate, outdated, and inconsistent responses frequently, so I can't really depend on it. It still requires me to double check or verify it's work.",I'm not really sure but I guess AI would really need to improve on accuracy for me to really depend on it to improve efficiency.,Agree,"Professional, Scientific & Technical Services",Intermediate / Experienced (non-management professional),50-249 people,40-49 hours,1-10%,3-5 years,35-44,Canada,Woman
1,668c1b6dc2285a0b0ce0add5,Employed full-time,2,4,2,4,6,5,6,3,4,4,4,3,2,4,7,9,5,8,People who know me understand me better than AI does,4,4,4,3,5,"It's not changed me as a person, I see it as an external tool to help. ",Can't think of anything specific. ,Agree,Health & Social Care,"Senior specialist (highly experienced, no direct reports)",2-9 people,20-29 hours,11-25%,3-5 years,25-34,UK,Woman
1,66c8b83af9d290d70a464810,Employed full-time,1,5,2,3,6,6,6,4,5,1,1,1,2,2,6,8,8,8,People who know me understand me better than AI does,3,3,4,2,2,"It did not in any way as I do not really use it that much, it's only been use to do basic thing in email or be a little more production","Answer quicker to email and looks more professional
",Agree,"Transport, Logistics & Warehousing","Senior specialist (highly experienced, no direct reports)",50-249 people,40-49 hours,1-10%,3-5 years,25-34,Canada,Man
1,63cedc92cb08f473e34c77ff,Employed full-time,3,5,5,6,6,6,6,3,2,5,6,1,6,5,7,6,3,8,People who know me understand me better than AI does,4,4,3,2,4,"I don't think it has, it just makes my day easier",If i could use it more i would,Agree,"Finance, Banking & Insurance","Entry level (early career, trainee, or assistant)","1,000-4,999 people",30-39 hours,11-25%,3-5 years,35-44,UK,Woman
1,604fa685e33606f9a0ee8189,Employed full-time,3,5,3,6,4,6,6,2,6,2,4,3,2,5,7,9,7,9,People who know me understand me better than AI does,3,4,3,3,4,"♡ it has made me realise that it is okay to need help and assistance even if it is from ai tools, that if i have too much work load or am struggling with a task, i can use ai to help me, as long as i use it in a moral and ethical manner. it has made me be more kinder to myself without being hard on my skills or thinking that i am incapable ♡","♡ be more personalised to me and help me understand my own skill sets better, help me look at my strengths and weaknesses and provide me with tips on how i can improve them.",Agree,"Hospitality, Food & Tourism",Manager / Team leader (supervises others),50-249 people,30-39 hours,11-25%,3-5 years,25-34,UK,Woman
1,5efb49177e130c0785b93842,Employed full-time,3,4,4,6,7,7,7,5,5,1,4,1,1,5,9,9,8,8,People who know me understand me better than AI does,5,5,3,3,5,It had empowers my writing as a dyslexic person. It had enhanced my technical writing skills but also meant they conform to a norm. ,more enhancement of my writing ,Agree,Education & Training,Intermediate / Experienced (non-management professional),"5,000 or more people",30-39 hours,1-10%,3-5 years,25-34,UK,Woman
1,62694f79608ed29b7af936b1,Employed full-time,0,6,1,6,6,4,4,1,6,1,1,4,1,5,8,8,9,8,People who know me understand me better than AI does,4,4,4,4,4,it has not its just a useful tool,if they would allow us to use it at work,Agree,Manufacturing & Production,"Entry level (early career, trainee, or assistant)",250-999 people,40-49 hours,1-10%,More than 10 years,55-65,US,Woman
1,60cf0d251a90eb823bc9b740,Employed full-time,1,6,3,6,6,5,5,3,5,1,3,3,3,5,8,8,4,8,People who know me understand me better than AI does,5,5,4,4,4,"It has streamlined monotonous and less important task completion, increasing work satisfaction somewhat. ",Helping to create a perfect work schedule based on my habits,Agree,Construction & Trades,Intermediate / Experienced (non-management professional),2-9 people,40-49 hours,1-10%,6-10 years,25-34,UK,Man
1,5a5c871aac5624000153f89e,Employed full-time,3,6,4,4,5,6,5,5,4,2,4,5,3,6,8,8,8,6,People who know me understand me better than AI does,4,5,4,4,5,Not changed,nothing,Agree,"Transport, Logistics & Warehousing","Senior specialist (highly experienced, no direct reports)",250-999 people,30-39 hours,51-75%,6-10 years,55-65,UK,Man
1,675c6db4887ccdd0d3d15534,Employed full-time,3,6,2,6,4,3,3,7,6,7,6,6,1,6,8,8,6,5,People who know me understand me better than AI does,3,3,1,1,4,"I can incorporate AI effectively at work by using the tools for enhancement and not replacement.  I feel much more confident utilizing creative ideas and suggestions from AI to produce a better output.  However, I am wary of feedback and other work products since it is difficult to ascertain how much is AI-generated vs. human-generated.  ",An indicator for any product that shows what percentage is from AI vs. human input. ,Agree,Information Technology & Software,Manager / Team leader (supervises others),50-249 people,40-49 hours,11-25%,1-2 years,35-44,US,Woman
1,5c8cfc3772503f0001e9c965,Employed full-time,2,5,2,5,6,5,5,1,6,4,4,2,1,4,5,6,2,8,People who know me understand me better than AI does,1,3,1,1,1,It has been interesting as we have been exploring how AI can help us in our day to day activities. It is apparent that there will be a lot to learn for us to keep up with developments.,Better training and understanding.,Agree,Information Technology & Software,Director / Executive (leads departments or major functions),50-249 people,30-39 hours,1-10%,6-10 years,55-65,UK,Man
1,65031f68de6e940396216f8a,Employed part-time,0,1,7,1,4,4,4,7,1,7,1,7,7,1,2,2,3,4,People who know me understand me better than AI does,0,1,0,1,0,"It has destroyed my career and I hate it. Went from FT 6 figure copywriting job to less than 10K a year with very few clients left. We can't use AI, but many clients left and use it now instead of human writers. ","nothing, I absolutely despise it",Agree,"Media, Arts & Entertainment","Close to retirement, very part-time thanks to AI","5,000 or more people",10-19 hours,0% (none of my tasks),More than 10 years,55-65,US,Woman
1,5aee10753606ab0001b9277f,Employed full-time,3,7,1,7,7,7,7,1,7,1,7,1,1,7,10,10,10,10,It depends / about the same,5,5,5,5,5,It hasn't changed my sense. I use it as a tool,More reliable data ,Agree,Health & Social Care,Manager / Team leader (supervises others),10-49 people,40-49 hours,11-25%,6-10 years,35-44,UK,Man
1,5996d2256b939900012d9f22,Employed full-time,3,5,6,6,5,7,7,3,5,7,3,6,6,5,8,6,9,6,It depends / about the same,3,4,5,4,4,I feel like i collaborate and explore data more,Maybe have more human vetting.,Agree,"Retail, Sales & Consumer Services",Manager / Team leader (supervises others),"1,000-4,999 people",40-49 hours,51-75%,More than 10 years,25-34,UK,Woman
1,6671c7933ccf2789a44aa66b,Self-employed / freelance,0,7,1,7,7,7,4,5,6,4,6,7,6,4,10,10,8,10,People who know me understand me better than AI does,3,4,2,3,4,"With the increase of using AI in the sector I work by some, I have gained a stronger sense of who I am at work and what matters within the work I am doing.  It has given me a stronger voice and a stronger dedication to carry on with doing the work I do, even though the increasing use of AI could potentially be seen as a threat to it.  I stand defiant. ","It would give me a stronger identity and purpose at work, and give me a greater sense of commitment to my work.",Agree,Visual Arts & Education,Owner / Founder (runs or owns the business),Just me (self-employed / freelance),40-49 hours,0% (none of my tasks),More than 10 years,45-54,UK,Woman
1,62b437a2dbff0b6b3d0121e4,Employed full-time,2,6,2,7,7,6,7,1,6,4,3,2,3,5,9,10,8,8,People who know me understand me better than AI does,4,4,4,3,5,No I don't think so ,Just by making me more efficient ,Agree,Health & Social Care,Manager / Team leader (supervises others),250-999 people,30-39 hours,11-25%,3-5 years,25-34,UK,Woman
1,56a90c96119265000c6e134d,Employed part-time,0,5,1,6,7,5,7,3,3,6,2,2,1,4,8,9,9,9,People who know me understand me better than AI does,4,4,4,4,4,it hasnt changed anything so far,taking into consideration me as a person,Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),"5,000 or more people",10-19 hours,0% (none of my tasks),More than 10 years,55-65,UK,Woman
1,6346f314592ee4d8c3d84e57,Employed full-time,1,1,2,3,6,6,7,5,3,1,1,1,1,4,8,9,7,9,People who know me understand me better than AI does,4,5,4,4,3,It hasn't changed at all but there is always the worry that it will start becoming more powerful and take over certain jobs,I cannot think of a change that AI could do to improve my identity,Agree,Education & Training,Manager / Team leader (supervises others),"1,000-4,999 people",30-39 hours,1-10%,6-10 years,35-44,UK,Man
1,673d23b251f56d0010aa50ee,Employed full-time,2,1,1,1,6,4,5,1,5,1,1,1,1,7,5,9,9,9,People who know me understand me better than AI does,4,4,4,4,4,absolutely not at all,none,Agree,"Transport, Logistics & Warehousing",Manager / Team leader (supervises others),10-49 people,40-49 hours,11-25%,More than 10 years,55-65,US,Man
1,6686a8cc26fd5dc90b7f4389,Self-employed / freelance,3,5,4,6,6,5,5,3,7,3,4,3,6,5,7,8,6,7,People who know me understand me better than AI does,4,3,3,1,4,It has expedited many of my tasks and allowed me to take over certain tasks that I might have to outsource. A net positive when harnessed. ,"Speed, efficiency. ",Agree,"Marketing, Advertising & Communications",Owner / Founder (runs or owns the business),Just me (self-employed / freelance),20-29 hours,11-25%,More than 10 years,35-44,Canada,Man
1,5b2122b319113a0001168cd4,Employed full-time,2,1,6,2,1,3,2,7,7,6,5,5,3,2,3,3,4,3,People who know me understand me better than AI does,2,3,2,2,3,It makes me feel replaceable. ,Not sure,Agree,"Retail, Sales & Consumer Services","Entry level (early career, trainee, or assistant)","1,000-4,999 people",30-39 hours,11-25%,1-2 years,18-24,UK,Woman
1,673401c52dc6bf17faf8cfd3,Employed full-time,1,5,4,5,4,5,5,3,5,1,5,3,4,1,5,8,4,7,People who know me understand me better than AI does,2,1,3,2,4,AI has not changed my sense of who I am at work. I don't see how it would.,I can't think of one.,Agree,Manufacturing & Production,Manager / Team leader (supervises others),250-999 people,30-39 hours,1-10%,6-10 years,35-44,Canada,Woman
1,5591cd21fdf99b63126f6c60,Employed full-time,3,5,1,6,7,7,7,2,7,1,3,1,1,6,8,10,5,10,People who know me understand me better than AI does,4,5,2,4,5,"It hasn't changed my sense of self, but I am motivated to keep learning about it so that I don't become replaceable.",Complete automation of all monotonous tasks,Agree,"Finance, Banking & Insurance",Manager / Team leader (supervises others),250-999 people,40-49 hours,26-50%,6-10 years,35-44,US,Man
1,5bb627b7f047e200014ee3bd,Employed full-time,2,6,2,6,6,6,6,4,6,2,4,3,2,6,8,8,7,9,People who know me understand me better than AI does,3,4,2,2,2,It has actually made me feel my job could become easier. I dont think you can replace people in some jobs,collaboration ,Agree,Health & Social Care,Manager / Team leader (supervises others),250-999 people,40-49 hours,1-10%,More than 10 years,45-54,UK,Woman
1,5f668a416b792f26ef5ea974,Employed full-time,2,6,2,6,6,6,7,1,5,1,4,5,1,2,8,8,7,9,People who know me understand me better than AI does,4,4,4,2,3,I think it allows a creative freedom and the chance to push limits a little on new ideas,Clear distinction between me and AI for who produces which parts of work,Agree,Education & Training,Director / Executive (leads departments or major functions),50-249 people,50 hours or more,11-25%,1-2 years,35-44,UK,Man
1,62851efba924ed81f6f0e7f4,Employed full-time,0,5,1,6,7,5,7,2,1,1,1,1,2,1,6,6,2,7,People who know me understand me better than AI does,4,3,3,4,1,AI has not changed my sense of who I am.,Not using it at all.,Agree,Government & Public Administration,Intermediate / Experienced (non-management professional),250-999 people,40-49 hours,0% (none of my tasks),6-11 months,25-34,US,Man
1,666d929823875fb0e21cee60,Self-employed / freelance,3,4,3,5,6,4,4,2,5,4,6,6,5,6,2,2,0,5,AI systems understand me better than people I work with,0,1,2,1,1,"It has not changed my sense of self. It just has greatly increased what I am capable of understanding and doing, in a way I have never seen before.","I do not think it will change my identity or purpose, it will only make me more productive I ways I was not capable of before.",Agree,E-commerce,Freelancer,Just me (self-employed / freelance),10-19 hours,26-50%,More than 10 years,45-54,UK,Man
1,63f77f79278126e103659cf4,Employed full-time,2,6,2,6,7,6,7,1,4,1,1,1,1,6,8,8,10,7,People who know me understand me better than AI does,5,4,4,5,5,"It hasn't, I see AI as an Aid and nothing more.",Using it to identify new customers in our market.,Agree,Manufacturing & Production,Manager / Team leader (supervises others),250-999 people,40-49 hours,1-10%,1-2 years,25-34,UK,Man
1,60154af277ec314fd8fe1449,Employed full-time,3,4,5,5,5,4,5,6,4,6,5,5,5,6,7,7,2,6,People who know me understand me better than AI does,4,4,4,4,3,It has made me more efficicent and thus more confident in my ability to deliver results in a timely fashion and backe dup by data,A change to show that human impact is still needed to bolster my credibility in using these tools,Agree,"Media, Arts & Entertainment",Manager / Team leader (supervises others),"1,000-4,999 people",40-49 hours,26-50%,1-2 years,25-34,UK,Woman
1,66b792a09354b3fa1a3c5af9,Employed full-time,3,6,7,6,7,6,6,7,6,7,6,7,6,7,9,10,9,10,AI systems understand me better than people I work with,4,4,4,4,5,It changed me to trust AI a lot more,Nothing i think its great,Agree,"Retail, Sales & Consumer Services",Intermediate / Experienced (non-management professional),10-49 people,30-39 hours,51-75%,6-10 years,25-34,UK,Man
1,6146fb92e89e10d7aa8662a2,Employed part-time,1,5,1,7,7,6,7,1,4,1,2,1,4,6,6,9,5,8,People who know me understand me better than AI does,4,4,2,1,3,I don't think it has. My main role is very much person based. AI is used to assist with planning and suggestions but I still deliver it in person. ,I don't think it could. ,Agree,Education & Training,Intermediate / Experienced (non-management professional),10-49 people,20-29 hours,1-10%,More than 10 years,45-54,UK,Woman
1,5eb402bed161131f83db9ce4,Employed full-time,3,3,1,5,7,7,5,3,5,1,3,1,3,5,7,6,6,6,It depends / about the same,4,4,3,3,3,It hasn't. I have enjoyed using AI to do work faster and be more productive. I actually have more spare time now at work thanks to AI helping me finish mundane tasks faster. I don't get anymore work than what is assigned so this frees up my time.,If AI continued to advance so that I can get it to do more work for me. I'm pretty sure I can automate some of my work so that I free up time at work to do personal things. I work remotely so as long as I get my work done there is no extra work and everyone is happy.,Agree,"Finance, Banking & Insurance","Senior specialist (highly experienced, no direct reports)","5,000 or more people",30-39 hours,11-25%,3-5 years,35-44,US,Man
1,678ff81c8c6b56f93355e0bb,Employed full-time,3,6,2,6,7,6,6,1,5,2,5,3,4,6,9,9,7,9,It depends / about the same,4,3,3,3,4,"Not really.  It has added some different nuances,  but not changed me. ",If I didn't have to audit the results AI produces.,Agree,Information Technology & Software,Manager / Team leader (supervises others),"5,000 or more people",50 hours or more,11-25%,3-5 years,45-54,US,Man
1,65c242831388550b0a42bd25,Employed part-time,2,4,4,3,5,4,4,3,5,3,4,4,3,4,5,5,3,5,People who know me understand me better than AI does,4,4,4,3,4,NA,recognised as user ,Agree,Education & Training,Manager / Team leader (supervises others),50-249 people,20-29 hours,11-25%,More than 10 years,45-54,UK,Woman
1,5f035c7ce9d86254e87992e4,Employed full-time,2,6,2,6,6,5,5,5,3,2,2,2,3,5,9,9,8,8,People who know me understand me better than AI does,5,4,4,4,5,I don't think it has changed my sense of who I am. I am using AI as a tool to help with my workload but I am still in control of my work product and how my work is completed.,"No change needed, I use AI only minimally at the moment, with most of the input from myself.",Agree,Government & Public Administration,Manager / Team leader (supervises others),"5,000 or more people",30-39 hours,1-10%,More than 10 years,55-65,UK,Woman
1,67be6a20a52466ed9267d895,Employed full-time,2,6,3,6,7,5,5,2,5,1,7,1,5,5,8,9,6,7,People who know me understand me better than AI does,4,4,3,2,3,AI has made me feel more productive and like a more confident worker. It has allowed me to produce a lot more work more quickly so I feel like someone with a stronger work ethic overall.,If there was no negative stigma from people at work about the use of AI as being a shortcut.,Agree,Education & Training,Intermediate / Experienced (non-management professional),50-249 people,30-39 hours,26-50%,6-10 years,25-34,Canada,Woman
1,672b44479e02ee677d857844,Employed full-time,2,6,4,6,6,6,5,2,6,6,7,6,3,6,8,8,9,8,It depends / about the same,5,4,4,4,5,It has rewarded me to spare my time and be more productive. ,It will improve my efficiency and effectivity,Agree,Education & Training,Manager / Team leader (supervises others),50-249 people,30-39 hours,51-75%,3-5 years,35-44,UK,Woman
1,5c5d36bc034e280001644c3b,Employed full-time,1,5,3,5,5,4,5,4,4,3,3,3,4,4,7,5,6,9,People who know me understand me better than AI does,3,4,3,3,3,it hasnt yet,not sure,Agree,Social assistance,Manager / Team leader (supervises others),2-9 people,30-39 hours,1-10%,More than 10 years,55-65,UK,Woman
1,672a8cc3f8c608bf00571dd1,Employed full-time,2,6,6,6,7,6,7,6,6,6,5,7,6,5,8,9,8,9,People who know me understand me better than AI does,4,5,4,5,4,Make my work faster,efficient,Agree,Health & Social Care,"Senior specialist (highly experienced, no direct reports)",50-249 people,40-49 hours,11-25%,3-5 years,18-24,UK,Woman
1,5cab22cd68194f001511b2d6,Employed full-time,2,5,3,5,6,6,6,4,6,3,2,2,4,5,7,8,9,7,It depends / about the same,4,4,4,4,4,"I don't think it has changed the sense of who I am, AI just enhances what I do and increases my productivity. ","Again, I'm not sure, it hasn't really changed my identity and purpose and I don't see how it would be able to. ",Agree,"Marketing, Advertising & Communications",Intermediate / Experienced (non-management professional),10-49 people,30-39 hours,1-10%,6-10 years,35-44,UK,Woman
